BARANGAY,CRIME_TYPE,YEAR,MONTH
GUMITAN,MURDER, 2025 ,8
"WAAN (BRGY UNDER ps 13, DCPO)",MURDER,2025,4
 BARANGAY 28-C  ,homicide,2025,4
 BARANGAY 23-C  ,HOMICIDE,2025,8
WINES,HOMICIDE,2025,12
 WANGAN  ,HOMICIDE,2025,11
TAMBOBONG,HOMICIDE,2025,8
BARANGAY 37-D,Homicide,2025,4
 BAGO OSHIRO  ,HOMICIDE,2025,3
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",HOMICIDE,2025,1
74-A (MATINA CROSSING),PHYSICAL INJURIES, 2025 ,3
MINTAL,PHYSICAL INJURIES,2025,3
 PAMPANGA  ,PHYSICAL INJURIES,2025,11
MARAPANGI,PHYSICAL INJURIES,2025,4
 MATINA PANGI  ,PHYSICAL INJURIES, 2025 ,5
BARANGAY 2-A (POB.),PHYSICAL INJURIES, 2025 , 9 
BARANGAY 17-B,PHYSICAL INJURIES, 2025 ,12
SALOY,PHYSICAL INJURIES,2025,11
TAMUGAN,PHYSICAL INJURIES, 2025 ,9
 BARANGAY 28-C  ,PHYSICAL INJURIES,2025,10
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",PHYSICAL INJURIES,2025, 4 
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",PHYSICAL INJURIES, 2025 ,10
BARANGAY 39-D (POB.),physical injuries,2025,10
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",PHYSICAL INJURIES,2025,1
BARANGAY 26-C,PHYSICAL INJURIES,2025,6
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",PHYSICAL INJURIES,2025,11
 RIVERSIDE  ,PHYSICAL INJURIES,2025,3
BUNAWAN (POB.),PHYSICAL INJURIES,2025,2
BARANGAY 3-A (POB.),PHYSICAL INJURIES,2025,3
76-A BUCANA,Physical Injuries,2025, 5 
 WANGAN  ,PHYSICAL INJURIES,2025,11
BARANGAY 14-B,PHYSICAL INJURIES,2025,11
 MATINA PANGI  ,Physical Injuries,2025,4
SAN ISIDRO,PHYSICAL INJURIES, 2025 ,4
PANACAN,PHYSICAL INJURIES,2025,4
" TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)  ",PHYSICAL INJURIES,2025,1
EDEN,physical injuries, 2025 ,7
 BARANGAY 11-A  ,PHYSICAL INJURIES,2025,4
BARANGAY 37-D,PHYSICAL INJURIES,2025,11
TIGATTO,PHYSICAL INJURIES,2025,8
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2025,9
 SAN ISIDRO  ,PHYSICAL INJURIES,2025,6
MARAPANGI,Physical Injuries,2025,5
COMMUNAL,PHYSICAL INJURIES,2025,4
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",PHYSICAL INJURIES,2025,8
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",PHYSICAL INJURIES,2025,11
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2025, 4 
GUMITAN,PHYSICAL INJURIES, 2025 ,10
 SALAPAWAN  ,PHYSICAL INJURIES,2025,1
 MULIG  ,PHYSICAL INJURIES,2025,7
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",PHYSICAL INJURIES,2025,5
"ACACIA (BRGY UNDER PS 13, DCPO)",PHYSICAL INJURIES,2025,10
BARANGAY 13-B,PHYSICAL INJURIES,2025,4
BARANGAY 5-A (POB.),PHYSICAL INJURIES,2025,9
 SALAPAWAN  ,PHYSICAL INJURIES,2025,4
BARANGAY 2-A (POB.),PHYSICAL INJURIES,2025,10
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Physical Injuries,2025,11
 BARANGAY 17-B  ,PHYSICAL INJURIES,2025,4
TACUNAN,PHYSICAL INJURIES,2025,7
BANGKAS HEIGHTS,physical injuries,2025,12
SALAPAWAN,PHYSICAL INJURIES,2025,12
BAYABAS,PHYSICAL INJURIES,2025,7
 PANACAN  ,PHYSICAL INJURIES,2025,9
BAGO OSHIRO,PHYSICAL INJURIES,2025,12
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",physical injuries,2025,1
40-D BOLTON ISLA,PHYSICAL INJURIES,2025,2
LUBOGAN,PHYSICAL INJURIES,2025,3
BARANGAY 37-D,PHYSICAL INJURIES,2025,9
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",PHYSICAL INJURIES,2025, 2 
MALABOG,PHYSICAL INJURIES,2025,2
RIVERSIDE,PHYSICAL INJURIES,2025,10
NEW VALENCIA,PHYSICAL INJURIES,2025,4
BARANGAY 14-B,Physical Injuries,2025,11
BARANGAY 37-D,PHYSICAL INJURIES,2025, 6 
BAGO OSHIRO,PHYSICAL INJURIES,2025,11
 MAHAYAG  ,PHYSICAL INJURIES,2025, 11 
LIZADA,PHYSICAL INJURIES,2025, 1 
GUMITAN,PHYSICAL INJURIES,2025,2
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",PHYSICAL INJURIES,2025,10
40-D BOLTON ISLA,PHYSICAL INJURIES,2025,3
SASA,PHYSICAL INJURIES,2025,3
TACUNAN,PHYSICAL INJURIES,2025,1
PANALUM,PHYSICAL INJURIES,2025,6
BARANGAY 32-D,PHYSICAL INJURIES,2025,12
ALFONSO ANGLIONGTO SR,RAPE,2025,4
TAMBOBONG,RAPE,2025,12
PAMPANGA,RAPE,2025,11
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2025,7
BARANGAY 38-D (OB.),RAPE,2025,10
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2025,5
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Rape,2025,8
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",RAPE,2025,9
ALAMBRE,RAPE,2025,8
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2025,10
SALAYSAY,RAPE,2025,9
SUAWAN (TULI),RAPE,2025,9
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2025,6
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2025, 4 
MAPI-ILA,RAPE,2025,7
EDEN,RAPE, 2025 ,11
 BAO JOAQUIN  ,RAPE,2025,6
TACUNAN,RAPE,2025,2
BUNAWAN (POB.),RAPE,2025,12
" ACACIA (BRGY UNDER PS 13, DCPO)  ",rape,2025,3
BARANGAY 3-A (POB.),RAPE,2025, 7 
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",RAPE,2025,2
 BINUGAO  ,rape,2025,3
 CALINAN (POB.)  ,RAPE, 2025 ,10
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2025,11
BARANGAY 5-A (POB.),RAPE,2025,6
TUNGKALAN,RAPE,2025, 6 
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2025,5
BARANGAY 2-A (POB.),RAPE,2025,9
PAMPANGA,RAPE,2025,4
 PAMPANGA  ,RAPE,2025, 12 
" AQUINO (BRGY IS NOW UNDER PS 18, DCPO)  ",rape,2025,2
BAGANIHAN,RAPE,2025,3
BARANGAY 18-B,RAPE,2025,6
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2025,9
74-A (MATINA CROSSING),RAPE,2025,6
CABANTIAN,RAPE,2025,4
WANGAN,RAPE,2025,10
 BINUGAO  ,RAPE,2025,10
 BARANGAY 39-D (POB.)  ,RAPE,2025,11
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",RAPE,2025,5
 74-A (MATINA CROSSING)  ,RAPE,2025,11
BARANGAY 38-D (OB.),RAPE,2025, 9 
BANTOL,RAPE, 2025 ,10
BARANGAY 37-D,RAPE,2025,2
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",rape,2025,9
BUNAWAN (POB.),RAPE, 2025 ,11
TAMBOBONG,RAPE,2025,8
 BARANGAY 23-C  ,RAPE,2025,6
MATINA PANGI,RAPE,2025,10
LAMANAN,Rape,2025,3
 SASA  ,Rape,2025,11
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",rape, 2025 ,4
DALIAO,RAPE,2025,4
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",RAPE,2025,2
BARANGAY 32-D,RAPE,2025, 3 
BARANGAY 38-D (OB.),RAPE,2025,9
CARMEN,RAPE,2025,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",rape,2025,1
TALOMO RIVER,RAPE,2025, 10 
PAMPANGA,RAPE,2025,5
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2025, 7 
SALOY,RAPE,2025,3
CATALUNAN GRANDE,RAPE,2025, 8 
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2025,4
" CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)  ",RAPE,2025,5
MAGSAYSAY,RAPE,2025, 5 
SALUMAY,RAPE,2025,4
" BARANGAY 10-A (BRGY UNDER ps 14, DCPO)  ",RAPE,2025,9
SUAWAN (TULI),RAPE,2025,9
CABANTIAN,RAPE, 2025 ,9
BARANGAY 28-C,RAPE,2025,11
 MALABOG  ,RAPE,2025,12
ALAMBRE,rape,2025,11
SALOY,RAPE,2025,1
TUNGKALAN,RAPE,2025, 5 
 VICENTE HIZON SR.  ,RAPE,2025,5
BARANGAY 3-A (POB.),rape,2025,4
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",rape,2025,12
"INDANGAN (BRGY UNDER PS 13, DCPO)",rape,2025, 11 
TALOMO RIVER,RAPE, 2025 ,2
VICENTE HIZON SR.,RAPE,2025,9
BAGANIHAN,rape,2025,9
 SALUMAY  ,RAPE,2025,3
 TALOMO RIVER  ,RAPE,2025,7
BARANGAY 17-B,RAPE,2025, 11 
PAMPANGA,RAPE,2025,4
76-A BUCANA,RAPE,2025,6
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2025,12
"INDANGAN (BRGY UNDER PS 13, DCPO)",RAPE,2025,1
ALFONSO ANGLIONGTO SR,RAPE,2025,7
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2025,11
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",RAPE,2025,1
 TAMAYONG  ,RAPE,2025,10
MALAGOS,RAPE,2025,12
LACSON,RAPE,2025,8
LIZADA,ROBBERY,2025,12
LACSON,ROBBERY,2025,5
LACSON,ROBBERY, 2025 ,6
40-D BOLTON ISLA,ROBBERY,2025,3
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",ROBBERY,2025,5
TAPAK,robbery,2025,2
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",robbery,2025, 5 
GUMALANG,ROBBERY,2025,12
EDEN,ROBBERY,2025,7
MARAPANGI,robbery,2025,10
ULAS ,ROBBERY,2025,4
76-A (BUCANA),ROBBERY,2025,9
 BARANGAY 13-B  ,ROBBERY,2025,9
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2025,9
" DUMOY (BRGY IS NOW UNDER PS 17, DCPO)  ",ROBBERY,2025,11
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",ROBBERY,2025, 6 
 BAO JOAQUIN  ,ROBBERY,2025,5
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",robbery,2025,2
 BARANGAY 23-C  ,ROBBERY,2025,6
"INDANGAN (BRGY UNDER PS 13, DCPO)",ROBBERY, 2025 , 9 
BARANGAY 37-D,ROBBERY,2025,10
SALAPAWAN,ROBBERY,2025,8
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY,2025,10
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",ROBBERY,2025,7
" BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)  ",ROBBERY,2025,11
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2025,4
SALUMAY,ROBBERY,2025,11
LACSON,ROBBERY,2025,9
SASA,robbery,2025,11
MINTAL,ROBBERY,2025,2
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",ROBBERY,2025,10
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY,2025,4
CALINAN (POB.),ROBBERY,2025,11
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2025,10
 MARAPANGI  ,Robbery,2025,4
BARANGAY 2-A (POB.),THEFT,2025,3
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025,10
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",THEFT, 2025 ,7
WINES,THEFT, 2025 ,4
TAMAYONG,THEFT,2025,1
BARANGAY 22-C,THEFT,2025, 12 
FATIMA (BENOWANG),THEFT,2025,9
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2025,10
" CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)  ",THEFT,2025,12
TACUNAN,THEFT,2025,6
LACSON,theft,2025,10
BUNAWAN (POB.),THEFT,2025,10
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",THEFT,2025,12
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2025,6
BARANGAY 2-A (POB.),THEFT,2025,6
BINUGAO,THEFT,2025,4
BARANGAY 3-A (POB.),THEFT,2025,11
 BARANGAY 37-D  ,Theft,2025,5
SANTO NINO,Theft, 2025 ,10
SIRIB,Theft,2025,10
BARANGAY 18-B,THEFT,2025,4
BARANGAY 5-A (POB.),THEFT,2025,9
MAPI-ILA,THEFT,2025,12
BARANGAY 5-A (POB.),THEFT,2025,12
BAYABAS,THEFT,2025,2
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT, 2025 ,9
BARANGAY 39-D (POB.),THEFT,2025,9
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2025,6
ULAS ,THEFT,2025,5
SALOY,THEFT,2025,7
"ACACIA (BRGY UNDER PS 13, DCPO)",theft, 2025 ,8
PANALUM,theft,2025,4
TACUNAN,THEFT,2025,4
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",theft,2025,12
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,11
" INDANGAN (BRGY UNDER PS 13, DCPO)  ",THEFT,2025,10
TACUNAN,THEFT,2025,8
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2025, 7 
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",theft,2025,3
" LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT,2025,2
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2025,9
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",THEFT,2025, 10 
 SASA  ,THEFT,2025,11
SANTO NINO,THEFT,2025,4
40-D BOLTON ISLA,THEFT,2025,7
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2025,7
BARANGAY 18-B,THEFT,2025,6
BARANGAY 17-B,THEFT,2025,9
BARANGAY 3-A (POB.),THEFT, 2025 ,10
ALFONSO ANGLIONGTO SR,THEFT,2025,10
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",THEFT,2025,2
"ACACIA (BRGY UNDER PS 13, DCPO)",THEFT,2025,2
76-A (BUCANA),THEFT,2025,4
TAMBOBONG,THEFT,2025, 2 
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025,11
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025,1
TIGATTO,THEFT,2025,3
SUBASTA,THEFT,2025,2
" TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)  ",THEFT,2025, 9 
COMMUNAL,theft,2025,1
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Theft,2025,12
DALIAO,THEFT,2025,2
NEW VALENCIA,THEFT,2025,2
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025, 2 
SASA,THEFT,2025,11
SAN ISIDRO,THEFT,2025, 4 
TAMBOBONG,theft,2025,2
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",THEFT,2025,10
"INDANGAN (BRGY UNDER PS 13, DCPO)",theft,2025,6
BAYABAS,THEFT,2025,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,11
BAGANIHAN,THEFT,2025,10
BARANGAY 14-B,THEFT,2025,4
 MALABOG  ,THEFT, 2025 ,8
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT, 2025 ,2
DALIAO,THEFT,2025,3
ALAMBRE,THEFT,2025,4
SIRIB,THEFT,2025,4
MATINA PANGI,THEFT,2025,4
TACUNAN,theft,2025,4
CAWAYAN,theft,2025,9
SAN ISIDRO,THEFT,2025, 11 
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",theft,2025,11
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",theft,2025,12
"MANDUG (BRGY UNDER PS 13, DCPO)",THEFT,2025,6
MALABOG,THEFT,2025,12
BARANGAY 11-A,THEFT, 2025 ,12
LUBOGAN,theft,2025,11
" PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT,2025,12
MAPI-ILA,THEFT,2025,2
ALFONSO ANGLIONGTO SR,theft,2025,2
 BARANGAY 11-A  ,THEFT,2025,4
BAGANIHAN,theft,2025,10
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025,11
TAPAK,THEFT,2025,3
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025, 4 
 BARANGAY 14-B  ,theft,2025, 10 
" ACACIA (BRGY UNDER PS 13, DCPO)  ",THEFT, 2025 ,1
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025,9
 SALOY  ,THEFT,2025,12
BARANGAY 18-B,THEFT,2025,8
76-A (BUCANA),THEFT,2025,6
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",theft,2025,12
TAMBOBONG,THEFT, 2025 ,1
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2025, 12 
GUMALANG,THEFT,2025,3
TIGATTO,THEFT,2025,12
76-A (BUCANA),Theft,2025,11
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,9
PANACAN,THEFT,2025,10
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2025,4
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,2
TUNGKALAN,THEFT, 2025 ,11
PAMPANGA,theft,2025,6
BARANGAY 14-B,THEFT,2025,12
CARMEN,THEFT,2025,8
BARANGAY 2-A (POB.),THEFT,2025,4
TACUNAN,THEFT,2025,2
MINTAL,THEFT,2025,7
" BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)  ",THEFT,2025,12
BARANGAY 39-D (POB.),THEFT,2025,4
 MULIG  ,THEFT,2025, 7 
BARANGAY 14-B,Theft,2025,8
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",THEFT,2025,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Theft,2025,6
CATALUNAN GRANDE,theft,2025,7
SUBASTA,THEFT,2025,11
"WAAN (BRGY UNDER ps 13, DCPO)",THEFT,2025,2
BAYABAS,THEFT, 2025 ,6
PAMPANGA,THEFT,2025,9
BINUGAO,theft,2025, 10 
40-D BOLTON ISLA,THEFT,2025,12
BARANGAY 17-B,THEFT,2025,11
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,5
GUMITAN,THEFT,2025,5
VICENTE HIZON SR.,THEFT,2025,10
ULAS ,THEFT,2025,11
BINUGAO,theft,2025,2
CATALUNAN GRANDE,THEFT,2025,9
TIGATTO,Theft,2025,7
MARILOG,Theft,2025,6
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,12
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2025,9
 ALFONSO ANGLIONGTO SR  ,THEFT,2025,11
BARANGAY 37-D,THEFT, 2025 ,11
BARANGAY 27-C,THEFT,2025, 3 
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2025,3
BARANGAY 28-C,THEFT,2025,1
 PAMPANGA  ,THEFT,2025,5
" MAA (BRGY IS NOW UNDER ps 16, DCPO)  ",THEFT,2025,8
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",THEFT,2025,12
LACSON,THEFT,2025,2
WANGAN,THEFT,2025,8
CATALUNAN GRANDE,theft,2025,10
BARANGAY 2-A (POB.),THEFT,2025,2
"MANDUG (BRGY UNDER PS 13, DCPO)",THEFT,2025,11
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2025,3
BAO JOAQUIN,THEFT, 2025 ,10
WINES,THEFT,2025,12
BARANGAY 39-D (POB.),THEFT,2025,4
BAYABAS,THEFT,2025,6
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",THEFT,2025,2
LACSON,THEFT,2025, 4 
76-A (BUCANA),THEFT,2025, 11 
" BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)  ",THEFT,2025,9
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2025,3
TUNGKALAN,THEFT,2025,11
 BARANGAY 13-B  ,carnapping_mv,2025,8
 BAGANIHAN  ,CARNAPPING_MC,2025,7
EDEN,CARNAPPING_MC,2025,2
BANGKAS HEIGHTS,carnapping_mc,2025,2
GUMITAN,CARNAPPING_MC,2025,2
 40-D BOLTON ISLA  ,CARNAPPING_MC,2025,9
MARAPANGI,CARNAPPING_MC,2025,12
FATIMA (BENOWANG),CARNAPPING_MC,2025,11
MINTAL,CARNAPPING_MC,2025, 11 
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",CARNAPPING_MC,2025,9
MABUHAY,CARNAPPING_MC,2025,4
VICENTE HIZON SR.,CARNAPPING_MC,2025,3
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",CARNAPPING_MC,2025,11
PANALUM,CARNAPPING_MC,2025,2
 BARANGAY 2-A (POB.)  ,CARNAPPING_MC,2025,9
SASA,CARNAPPING_MC,2025,5
BARANGAY 2-A (POB.),CARNAPPING_MC,2025,2
BARANGAY 37-D,CARNAPPING_MC,2025,10
"INDANGAN (BRGY UNDER PS 13, DCPO)",CARNAPPING_MC,2025,1
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",SWINDLING/ESTAFA (ONLINE),2021, 6 
 TAMUGAN  ,COMPUTER-RELATED FRAUD,2021,2
" LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)  ",RA 9995 (PHOTO/VIDEO VOYEURISM),2021,6
 BANGKAS HEIGHTS  ,SWINDLING/ESTAFA (ONLINE),2021,8
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",RA 10175 VIOLATION,2021,10
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",COMPUTER-RELATED FRAUD,2021,6
MULIG,COMPUTER-RELATED FRAUD,2021,4
DALIAO,COMPUTER-RELATED FRAUD,2021, 12 
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",RA 9995 (PHOTO/VIDEO VOYEURISM),2022,7
PAMPANGA,CYBER LIBEL, 2022 ,2
 TUNGKALAN  ,COMPUTER-RELATED FRAUD,2022,7
SALUMAY,CYBER LIBEL,2022,7
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",SWINDLING/ESTAFA (ONLINE),2022,6
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",ra 10175 violation, 2022 , 9 
BARANGAY 14-B,ONLINE DOCUMENT FALSIFICATION,2022,3
MINTAL,SWINDLING/ESTAFA (ONLINE),2022,11
MULIG,Cyber Libel,2022,3
BAGANIHAN,SWINDLING/ESTAFA (ONLINE),2022,3
ULAS ,cyber libel,2022,6
 SALUMAY  ,COMPUTER-RELATED FRAUD,2022,2
MAGSAYSAY,ra 9995 (photo/video voyeurism),2022,5
LUBOGAN,CYBER LIBEL,2022, 5 
BARANGAY 38-D (OB.),RA 9995 (PHOTO/VIDEO VOYEURISM),2022,9
 BUHANGIN (POB.)  ,SWINDLING/ESTAFA (ONLINE),2022,5
ILANG,swindling/estafa (online),2023,2
40-D BOLTON ISLA,SWINDLING/ESTAFA (ONLINE),2023,4
MALAGOS,SWINDLING/ESTAFA (ONLINE),2023,2
BARANGAY 3-A (POB.),CYBER LIBEL,2023,6
BARANGAY 3-A (POB.),SWINDLING/ESTAFA (ONLINE),2023,1
CABANTIAN,CYBER LIBEL,2023,9
TAMUGAN,CYBER LIBEL,2023, 2 
40-D BOLTON ISLA,Online Document Falsification,2023,8
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",RA 10175 VIOLATION,2023,10
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",ONLINE DOCUMENT FALSIFICATION,2023,9
"WAAN (BRGY UNDER ps 13, DCPO)",ra 9995 (photo/video voyeurism),2023,10
BARANGAY 39-D (POB.),COMPUTER-RELATED FRAUD,2023,2
COMMUNAL,CYBER LIBEL,2023,1
TUGBOK (POB.),RA 9995 (PHOTO/VIDEO VOYEURISM),2023,11
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",SWINDLING/ESTAFA (ONLINE),2023,5
MALABOG,CYBER LIBEL,2023,9
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Ra 9995 (Photo/Video Voyeurism),2023,2
"WAAN (BRGY UNDER ps 13, DCPO)",SWINDLING/ESTAFA (ONLINE),2023, 6 
BARANGAY 3-A (POB.),COMPUTER-RELATED FRAUD, 2023 ,10
 LACSON  ,RA 9995 (PHOTO/VIDEO VOYEURISM),2023,6
 BINUGAO  ,COMPUTER-RELATED FRAUD,2023,3
MABUHAY,ONLINE DOCUMENT FALSIFICATION, 2023 ,8
 BARANGAY 18-B  ,computer-related fraud,2023,7
TUNGKALAN,RA 9995 (PHOTO/VIDEO VOYEURISM),2023,2
BAGUIO PROPER,swindling/estafa (online),2023,7
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",swindling/estafa (online),2023,2
SUBASTA,swindling/estafa (online),2023, 7 
RIVERSIDE,COMPUTER-RELATED FRAUD,2023,10
BAGANIHAN,SWINDLING/ESTAFA (ONLINE),2024,2
MINTAL,ONLINE DOCUMENT FALSIFICATION,2024,6
BINUGAO,cyber libel,2024,9
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",COMPUTER-RELATED FRAUD,2024,4
"MANDUG (BRGY UNDER PS 13, DCPO)",CYBER LIBEL,2024,3
CABANTIAN,RA 10175 VIOLATION, 2024 , 12 
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",COMPUTER-RELATED FRAUD,2024,11
76-A (BUCANA),Cyber Libel,2024,9
SALAYSAY,CYBER LIBEL,2024,1
76-A BUCANA,RA 10175 VIOLATION,2024,11
GUMITAN,RA 10175 VIOLATION,2024,2
NEW VALENCIA,Swindling/Estafa (Online),2024,7
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",computer-related fraud,2024,9
