GU,Date,offense,Count
DALIAO,2022-06-01,DRUG-RELATED,4
TOMAS MONTEVERDE,2022-06-01,THEFT,24
SIRIB,2022-06-01,VANDALISM,16
BARANGAY 37-D,2022-06-01,ILLEGAL GAMBLING,7
MANDUG,2022-06-01,THEFT,22
BALIOK,2022-07-01,MURDER,2
WAAN,2022-07-01,PHYSICAL INJURY,15
BARANGAY 32-D,2022-07-01,CHILD ABUSE,18
TALOMO RIVER,2022-07-01,ILLEGAL POSSESSION OF FIREARMS,4
SALUMAY,2022-07-01,BURGLARY,7
MULIG,2022-07-01,HOMICIDE,22
TAPAK,2022-07-01,DRUG-RELATED,8
ALFONSO ANGLIONGTO SR,2022-07-01,HOMICIDE,10
FATIMA,2022-07-01,VANDALISM,10
CABANTIAN,2022-07-01,CHILD ABUSE,22
SALAPAWAN,2022-07-01,ROBBERY,10
TOMAS MONTEVERDE,2022-07-01,VANDALISM,9
TIGATTO,2022-07-01,THEFT,16
PAQUIBATO,2022-07-01,RAPE,5
ALFONSO ANGLIONGTO SR,2022-07-01,CARNAPPING,8
BARANGAY 37-D,2022-07-01,ILLEGAL GAMBLING,20
MATINA APLAYA,2022-07-01,CARNAPPING,1
PAMPANGA,2022-07-01,HOMICIDE,23
ILANG,2022-07-01,RAPE,20
74-A MATINA CROSSING,2022-07-01,BURGLARY,7
TORIL,2022-07-01,VANDALISM,20
CATALUNAN PEQUENO,2022-07-01,MURDER,22
PANACAN,2022-07-01,CARNAPPING,8
76-A BUCANA,2022-07-01,CARNAPPING,6
BARANGAY 14-B,2022-07-01,CARNAPPING,23
BAGUIO PROPER,2022-07-01,VANDALISM,7
TACUNAN,2022-07-01,RAPE,9
BARANGAY 32-D,2022-07-01,ILLEGAL GAMBLING,20
PAQUIBATO,2022-07-01,THEFT,8
CENTRO SAN JUAN,2022-07-01,RAPE,21
PACIANO BANGOY,2022-07-01,ILLEGAL POSSESSION OF FIREARMS,3
BARANGAY 8-A,2022-07-01,THEFT,7
LOS AMIGOS,2022-07-01,MURDER,13
BUNAWAN,2022-07-01,PHYSICAL INJURY,8
BAGO OSHIRO,2022-07-01,HOMICIDE,9
DUMOY,2022-07-01,MURDER,11
ALFONSO ANGLIONGTO SR,2022-07-01,RAPE,12
BUDA,2022-07-01,RAPE,4
TUNGKALAN,2022-07-01,CARNAPPING,12
MANDUG,2022-07-01,CHILD ABUSE,13
BINUGAO,2022-07-01,ILLEGAL POSSESSION OF FIREARMS,11
PACIANO BANGOY,2022-07-01,PHYSICAL INJURY,21
CARMEN,2022-07-01,THEFT,13
BARANGAY 20-B,2022-07-01,HOMICIDE,9
BARANGAY 18-B,2022-07-01,ILLEGAL GAMBLING,24
BINUGAO,2022-07-01,VANDALISM,17
SASA,2022-07-01,CHILD ABUSE,2
TALOMO,2022-07-01,ILLEGAL GAMBLING,9
FATIMA,2022-07-01,THEFT,12
BUNAWAN,2022-07-01,PHYSICAL INJURY,11
SUAWAN,2022-07-01,THEFT,20
DUTERTE,2022-07-01,RAPE,6
GUMITAN,2022-07-01,HOMICIDE,10
BAGANIHAN,2022-07-01,ILLEGAL GAMBLING,17
CAWAYAN,2022-07-01,MURDER,3
TACUNAN,2022-07-01,PHYSICAL INJURY,20
CATALUNAN PEQUENO,2022-07-01,PHYSICAL INJURY,3
BARANGAY 18-B,2022-07-01,VANDALISM,11
CABANTIAN,2022-07-01,CARNAPPING,17
TORIL,2022-07-01,ILLEGAL GAMBLING,12
TAMBOBONG,2022-07-01,VANDALISM,13
ANGALAN,2022-07-01,RAPE,6
BARANGAY 23-C,2022-07-01,ILLEGAL GAMBLING,23
TORIL,2022-07-01,CARNAPPING,7
RIVERSIDE,2022-07-01,CARNAPPING,1
MAGSAYSAY,2022-07-01,CARNAPPING,14
ACACIA,2022-07-01,HOMICIDE,9
MANDUG,2022-07-01,BURGLARY,9
76-A BUCANA,2022-07-01,ILLEGAL POSSESSION OF FIREARMS,15
TUGBOK,2022-07-01,MURDER,11
ALAMBRE,2022-08-01,DRUG-RELATED,19
TALOMO,2022-08-01,HOMICIDE,21
40-D BOLTON ISLA,2022-08-01,CHILD ABUSE,23
MALABOG,2022-08-01,ILLEGAL POSSESSION OF FIREARMS,18
MINTAL,2022-08-01,BURGLARY,9
TIBUNGCO,2022-08-01,ILLEGAL POSSESSION OF FIREARMS,6
BALIOK,2022-08-01,MURDER,1
BARANGAY 17-B,2022-08-01,DRUG-RELATED,21
CATALUNAN PEQUENO,2022-08-01,RAPE,12
PAMPANGA,2022-08-01,DRUG-RELATED,10
BAO JOAQUIN,2022-08-01,BURGLARY,13
SALAPAWAN,2022-08-01,DRUG-RELATED,19
SALAYSAY,2022-08-01,CARNAPPING,7
MAHAYAG,2022-08-01,CHILD ABUSE,15
EDEN,2022-08-01,THEFT,21
BAGO GALLERA,2022-08-01,BURGLARY,13
SIRIB,2022-08-01,ILLEGAL GAMBLING,7
ILANG,2022-08-01,ROBBERY,16
BARANGAY 27-C,2022-08-01,HOMICIDE,6
ALFONSO ANGLIONGTO SR,2022-08-01,DRUG-RELATED,19
PANACAN,2022-08-01,CHILD ABUSE,23
BARANGAY 3-A,2022-08-01,ILLEGAL GAMBLING,4
MATINA APLAYA,2022-08-01,MURDER,14
MAGTUOD,2022-08-01,ROBBERY,9
CENTRO SAN JUAN,2022-08-01,BURGLARY,24
EDEN,2022-08-01,THEFT,22
CABANTIAN,2022-08-01,RAPE,24
PANALUM,2022-08-01,THEFT,21
TALOMO RIVER,2022-08-01,PHYSICAL INJURY,22
BAO ESCUELA,2022-08-01,ILLEGAL GAMBLING,3
NEW VALENCIA,2022-08-01,BURGLARY,15
MAPI-ILA,2022-08-01,ROBBERY,4
MALAGOS,2022-08-01,ILLEGAL POSSESSION OF FIREARMS,12
BARANGAY 18-B,2022-08-01,BURGLARY,2
ALFONSO ANGLIONGTO SR,2022-08-01,MURDER,23
WANGAN,2022-08-01,BURGLARY,3
SALUMAY,2022-08-01,CARNAPPING,7
LIZADA,2022-08-01,MURDER,5
BARANGAY 20-B,2022-08-01,HOMICIDE,22
SANTO NINO,2022-08-01,CARNAPPING,7
74-A MATINA CROSSING,2022-08-01,RAPE,9
CATALUNAN PEQUENO,2022-08-01,ROBBERY,13
BARANGAY 32-D,2022-08-01,CHILD ABUSE,16
SALAYSAY,2022-08-01,ILLEGAL POSSESSION OF FIREARMS,8
SALAPAWAN,2022-08-01,MURDER,20
LACSON,2022-08-01,MURDER,7
TUGBOK,2022-08-01,ILLEGAL GAMBLING,9
MATINA PANGI,2022-08-01,ROBBERY,21
BARANGAY 11-A,2022-08-01,BURGLARY,6
EDEN,2022-08-01,MURDER,13
GUMITAN,2022-08-01,ILLEGAL GAMBLING,1
BARANGAY 22-C,2022-08-01,ILLEGAL GAMBLING,18
EDEN,2022-08-01,MURDER,14
BAGO GALLERA,2022-08-01,RAPE,14
TAMBOBONG,2022-08-01,DRUG-RELATED,3
MAPI-ILA,2022-08-01,DRUG-RELATED,23
BAGANIHAN,2022-08-01,PHYSICAL INJURY,16
ALAMBRE,2022-08-01,HOMICIDE,20
AQUINO,2022-08-01,CARNAPPING,7
MANUEL GUIANGA,2022-08-01,RAPE,12
INDANGAN,2022-08-01,VANDALISM,3
BUDA,2022-08-01,HOMICIDE,14
BAGUIO PROPER,2022-08-01,VANDALISM,4
BARANGAY 18-B,2022-08-01,VANDALISM,20
DUMOY,2022-08-01,DRUG-RELATED,20
INDANGAN,2022-08-01,PHYSICAL INJURY,6
CATALUNAN PEQUENO,2022-08-01,DRUG-RELATED,1
LUBOGAN,2022-08-01,PHYSICAL INJURY,6
BARANGAY 18-B,2022-08-01,VANDALISM,6
DUTERTE,2022-08-01,ILLEGAL POSSESSION OF FIREARMS,2
BARANGAY 2-A,2022-09-01,RAPE,22
TAMUGAN,2022-09-01,DRUG-RELATED,14
BAGO GALLERA,2022-09-01,VANDALISM,13
INDANGAN,2022-09-01,ILLEGAL GAMBLING,20
EDEN,2022-09-01,MURDER,22
LACSON,2022-09-01,CHILD ABUSE,9
MAPI-ILA,2022-09-01,CARNAPPING,4
LOS AMIGOS,2022-09-01,CARNAPPING,17
MARILOG,2022-09-01,DRUG-RELATED,24
PANALUM,2022-09-01,CHILD ABUSE,21
MAPI-ILA,2022-09-01,THEFT,24
MATINA CROSSING,2022-09-01,ILLEGAL POSSESSION OF FIREARMS,1
LAMANAN,2022-09-01,HOMICIDE,10
ULAS,2022-09-01,DRUG-RELATED,4
MAA,2022-09-01,DRUG-RELATED,5
MINTAL,2022-09-01,CHILD ABUSE,3
BARANGAY 39-D,2022-09-01,ROBBERY,4
ULAS,2022-09-01,HOMICIDE,15
BARANGAY 28-C,2022-09-01,CARNAPPING,4
SALOY,2022-09-01,DRUG-RELATED,3
BARANGAY 26-C,2022-09-01,ILLEGAL GAMBLING,1
BARANGAY 10-A,2022-09-01,MURDER,9
MATINA APLAYA,2022-09-01,RAPE,19
AQUINO,2022-09-01,ROBBERY,24
BALENGAENG,2022-09-01,ILLEGAL POSSESSION OF FIREARMS,14
GUMITAN,2022-09-01,PHYSICAL INJURY,8
CATALUNAN PEQUENO,2022-09-01,ILLEGAL POSSESSION OF FIREARMS,4
TALOMO RIVER,2022-09-01,CHILD ABUSE,10
MATINA APLAYA,2022-09-01,ILLEGAL POSSESSION OF FIREARMS,9
CENTRO SAN JUAN,2022-09-01,THEFT,9
BARANGAY 20-B,2022-09-01,CARNAPPING,23
AQUINO,2022-09-01,CHILD ABUSE,9
BARANGAY 18-B,2022-09-01,RAPE,2
BUHANGIN,2022-09-01,DRUG-RELATED,1
BARANGAY 8-A,2022-09-01,RAPE,16
BUDA,2022-09-01,DRUG-RELATED,2
GUMITAN,2022-09-01,CARNAPPING,12
CATIGAN,2022-09-01,ROBBERY,4
BARANGAY 39-D,2022-09-01,ROBBERY,18
76-A BUCANA,2022-09-01,ILLEGAL GAMBLING,12
ACACIA,2022-09-01,DRUG-RELATED,20
EDEN,2022-09-01,DRUG-RELATED,20
BARANGAY 11-A,2022-09-01,CHILD ABUSE,3
BARANGAY 23-C,2022-09-01,CHILD ABUSE,18
BARANGAY 27-C,2022-09-01,PHYSICAL INJURY,4
76-A BUCANA,2022-09-01,RAPE,9
BAGANIHAN,2022-09-01,CHILD ABUSE,20
LAMANAN,2022-09-01,ILLEGAL GAMBLING,1
PAMPANGA,2022-09-01,HOMICIDE,16
SAN ISIDRO,2022-09-01,ROBBERY,14
BUHANGIN,2022-09-01,CARNAPPING,15
CATALUNAN PEQUENO,2022-09-01,CARNAPPING,4
BARANGAY 11-A,2022-09-01,CHILD ABUSE,13
BAGO APLAYA,2022-09-01,BURGLARY,18
DUMOY,2022-09-01,ILLEGAL POSSESSION OF FIREARMS,22
LACSON,2022-09-01,CHILD ABUSE,10
TIGATTO,2022-09-01,HOMICIDE,6
BARANGAY 38-D,2022-09-01,THEFT,12
CENTRO SAN JUAN,2022-09-01,CHILD ABUSE,5
TORIL,2022-09-01,PHYSICAL INJURY,6
TAMBOBONG,2022-09-01,CARNAPPING,19
BARANGAY 13-B,2022-09-01,MURDER,3
BAYABAS,2022-09-01,MURDER,23
LIZADA,2022-09-01,CHILD ABUSE,17
CATALUNAN PEQUENO,2022-09-01,PHYSICAL INJURY,10
BARANGAY 39-D,2022-09-01,RAPE,13
CALINAN,2022-09-01,BURGLARY,22
MATINA CROSSING,2022-09-01,BURGLARY,17
BARANGAY 38-D,2022-09-01,ILLEGAL POSSESSION OF FIREARMS,1
TAGURANO,2022-09-01,RAPE,19
PANACAN,2022-10-01,CARNAPPING,5
CENTRO SAN JUAN,2022-10-01,MURDER,3
MARAPANGI,2022-10-01,ROBBERY,12
MARAPANGI,2022-10-01,ILLEGAL GAMBLING,4
TIBULOY,2022-10-01,BURGLARY,19
DALIAO,2022-10-01,HOMICIDE,24
BAGO APLAYA,2022-10-01,PHYSICAL INJURY,15
MANUEL GUIANGA,2022-10-01,BURGLARY,18
BARANGAY 28-C,2022-10-01,CHILD ABUSE,6
CABANTIAN,2022-10-01,ROBBERY,23
MAHAYAG,2022-10-01,ILLEGAL GAMBLING,23
SAN ANTONIO,2022-10-01,CHILD ABUSE,15
TAPAK,2022-10-01,CARNAPPING,15
BAGUIO PROPER,2022-10-01,BURGLARY,11
TIBUNGCO,2022-10-01,PHYSICAL INJURY,14
74-A MATINA CROSSING,2022-10-01,ROBBERY,3
AQUINO,2022-10-01,ILLEGAL POSSESSION OF FIREARMS,3
LIZADA,2022-10-01,VANDALISM,10
BARANGAY 8-A,2022-10-01,RAPE,11
MAPI-ILA,2022-10-01,ILLEGAL POSSESSION OF FIREARMS,2
BAO ESCUELA,2022-10-01,CHILD ABUSE,18
AGDAO PROPER,2022-10-01,MURDER,6
ACACIA,2022-10-01,VANDALISM,5
LASANG,2022-10-01,VANDALISM,18
EDEN,2022-10-01,ILLEGAL POSSESSION OF FIREARMS,16
LAMANAN,2022-10-01,CARNAPPING,16
CATALUNAN PEQUENO,2022-10-01,ILLEGAL GAMBLING,4
MAHAYAG,2022-10-01,ILLEGAL GAMBLING,9
BUHANGIN,2022-10-01,MURDER,2
BARANGAY 39-D,2022-10-01,CHILD ABUSE,6
WAAN,2022-10-01,MURDER,4
MATINA APLAYA,2022-10-01,CHILD ABUSE,12
BARANGAY 17-B,2022-10-01,MURDER,5
TIGATTO,2022-10-01,CARNAPPING,11
TACUNAN,2022-10-01,PHYSICAL INJURY,7
MAPI-ILA,2022-10-01,MURDER,6
WAAN,2022-10-01,ROBBERY,18
MABUHAY,2022-10-01,ROBBERY,19
BANTOL,2022-10-01,VANDALISM,1
MATINA APLAYA,2022-10-01,DRUG-RELATED,18
BARANGAY 19-B,2022-10-01,CARNAPPING,8
BARANGAY 26-C,2022-10-01,PHYSICAL INJURY,4
MAGTUOD,2022-10-01,DRUG-RELATED,21
BARANGAY 5-A,2022-10-01,ROBBERY,6
CATIGAN,2022-10-01,MURDER,15
BINUGAO,2022-10-01,MURDER,18
BAYABAS,2022-10-01,ILLEGAL POSSESSION OF FIREARMS,17
BAGUIO PROPER,2022-10-01,ROBBERY,7
ILANG,2022-10-01,DRUG-RELATED,18
SALAYSAY,2022-10-01,CARNAPPING,1
WANGAN,2022-10-01,THEFT,22
TUNGKALAN,2022-10-01,BURGLARY,7
CALINAN,2022-10-01,ROBBERY,15
BARANGAY 17-B,2022-10-01,HOMICIDE,11
DALIAO,2022-10-01,CHILD ABUSE,2
BINUGAO,2022-10-01,MURDER,16
LAMANAN,2022-10-01,PHYSICAL INJURY,16
BAYABAS,2022-10-01,MURDER,20
SAN ISIDRO,2022-10-01,CHILD ABUSE,14
TALOMO,2022-10-01,DRUG-RELATED,22
MARAPANGI,2022-10-01,ILLEGAL GAMBLING,5
BAO JOAQUIN,2022-10-01,CARNAPPING,9
TUGBOK,2022-10-01,VANDALISM,19
DUMOY,2022-10-01,VANDALISM,5
GUMALANG,2022-10-01,RAPE,23
SUBASTA,2022-10-01,ILLEGAL GAMBLING,10
ALAMBRE,2022-10-01,MURDER,1
TIBULOY,2022-10-01,CARNAPPING,8
BARANGAY 19-B,2022-10-01,BURGLARY,13
BARANGAY 8-A,2022-10-01,CARNAPPING,19
TAGURANO,2022-11-01,CHILD ABUSE,23
TACUNAN,2022-11-01,VANDALISM,19
MAGTUOD,2022-11-01,RAPE,15
CARMEN,2022-11-01,BURGLARY,24
SALOY,2022-11-01,MURDER,22
BARANGAY 3-A,2022-11-01,VANDALISM,3
SALOY,2022-11-01,PHYSICAL INJURY,5
BANTOL,2022-11-01,ILLEGAL GAMBLING,12
LASANG,2022-11-01,THEFT,19
SALOY,2022-11-01,MURDER,1
DUTERTE,2022-11-01,DRUG-RELATED,9
BANTOL,2022-11-01,BURGLARY,24
DALIAO,2022-11-01,DRUG-RELATED,20
WANGAN,2022-11-01,BURGLARY,15
BALIOK,2022-11-01,DRUG-RELATED,18
BARANGAY 17-B,2022-11-01,BURGLARY,11
MANDUG,2022-11-01,MURDER,21
ULAS,2022-11-01,CHILD ABUSE,17
SIRIB,2022-11-01,HOMICIDE,10
SANTO NINO,2022-11-01,RAPE,17
SIRIB,2022-11-01,CARNAPPING,15
BARANGAY 3-A,2022-11-01,CARNAPPING,15
BARANGAY 18-B,2022-11-01,ILLEGAL POSSESSION OF FIREARMS,20
VICENTE HIZON,2022-11-01,THEFT,10
SANTO NINO,2022-11-01,RAPE,1
BARANGAY 5-A,2022-11-01,HOMICIDE,11
BANTOL,2022-11-01,DRUG-RELATED,20
BARANGAY 39-D,2022-11-01,ROBBERY,8
BARANGAY 5-A,2022-11-01,ILLEGAL GAMBLING,5
BAGANIHAN,2022-11-01,BURGLARY,17
BUNAWAN,2022-11-01,ILLEGAL GAMBLING,5
AGDAO PROPER,2022-11-01,CHILD ABUSE,6
TALOMO RIVER,2022-11-01,ILLEGAL POSSESSION OF FIREARMS,5
GUMALANG,2022-11-01,CHILD ABUSE,1
BARANGAY 14-B,2022-11-01,PHYSICAL INJURY,21
CATALUNAN PEQUENO,2022-11-01,HOMICIDE,2
BARANGAY 28-C,2022-11-01,ILLEGAL GAMBLING,17
TAGURANO,2022-11-01,HOMICIDE,8
BARANGAY 27-C,2022-11-01,MURDER,10
MARILOG,2022-11-01,CARNAPPING,9
TAMAYONG,2022-11-01,THEFT,15
SALOY,2022-11-01,VANDALISM,14
BARANGAY 20-B,2022-11-01,ILLEGAL GAMBLING,21
BALIOK,2022-11-01,ILLEGAL GAMBLING,12
BUHANGIN,2022-11-01,HOMICIDE,9
FATIMA,2022-11-01,ILLEGAL GAMBLING,2
RIVERSIDE,2022-11-01,PHYSICAL INJURY,15
RIVERSIDE,2022-11-01,CHILD ABUSE,1
MARAPANGI,2022-11-01,MURDER,7
BAO JOAQUIN,2022-11-01,CARNAPPING,9
WANGAN,2022-11-01,PHYSICAL INJURY,11
LASANG,2022-11-01,ILLEGAL GAMBLING,1
TAGURANO,2022-11-01,THEFT,17
MATINA APLAYA,2022-11-01,VANDALISM,8
BARANGAY 3-A,2022-11-01,CHILD ABUSE,23
BARANGAY 17-B,2022-11-01,ILLEGAL GAMBLING,18
CABANTIAN,2022-11-01,PHYSICAL INJURY,20
MINTAL,2022-11-01,CHILD ABUSE,11
MULIG,2022-11-01,HOMICIDE,9
SIRIB,2022-11-01,ILLEGAL POSSESSION OF FIREARMS,13
BARANGAY 5-A,2022-11-01,CARNAPPING,19
74-A MATINA CROSSING,2022-11-01,BURGLARY,9
SALAYSAY,2022-11-01,DRUG-RELATED,14
SASA,2022-11-01,THEFT,23
TALOMO,2022-11-01,THEFT,2
AQUINO,2022-11-01,CHILD ABUSE,16
BAO ESCUELA,2022-11-01,BURGLARY,4
BARANGAY 32-D,2022-11-01,MURDER,10
SASA,2022-11-01,RAPE,15
NEW VALENCIA,2022-11-01,ROBBERY,24
BARANGAY 28-C,2022-12-01,ROBBERY,14
GUMITAN,2022-12-01,ROBBERY,3
CATIGAN,2022-12-01,RAPE,14
SANTO NINO,2022-12-01,ROBBERY,22
MANUEL GUIANGA,2022-12-01,CHILD ABUSE,16
CAWAYAN,2022-12-01,THEFT,16
MANUEL GUIANGA,2022-12-01,CHILD ABUSE,6
BARANGAY 10-A,2022-12-01,DRUG-RELATED,14
CALINAN,2022-12-01,CHILD ABUSE,18
BUNAWAN,2022-12-01,THEFT,22
WAAN,2022-12-01,RAPE,8
BARANGAY 28-C,2022-12-01,DRUG-RELATED,24
BAO JOAQUIN,2022-12-01,ILLEGAL GAMBLING,21
MARAPANGI,2022-12-01,MURDER,18
SUAWAN,2022-12-01,MURDER,1
TUGBOK,2022-12-01,ILLEGAL GAMBLING,15
LIZADA,2022-12-01,ILLEGAL POSSESSION OF FIREARMS,17
ILANG,2022-12-01,VANDALISM,6
PACIANO BANGOY,2022-12-01,ILLEGAL GAMBLING,2
PANACAN,2022-12-01,CARNAPPING,23
TAMUGAN,2022-12-01,HOMICIDE,4
BAO JOAQUIN,2022-12-01,DRUG-RELATED,22
FATIMA,2022-12-01,ILLEGAL POSSESSION OF FIREARMS,13
VICENTE HIZON,2022-12-01,ILLEGAL GAMBLING,23
BARANGAY 17-B,2022-12-01,THEFT,11
BARANGAY 3-A,2022-12-01,PHYSICAL INJURY,23
BARANGAY 27-C,2022-12-01,DRUG-RELATED,12
VICENTE HIZON,2022-12-01,ILLEGAL POSSESSION OF FIREARMS,4
BALIOK,2022-12-01,DRUG-RELATED,20
NEW VALENCIA,2022-12-01,PHYSICAL INJURY,18
MATINA CROSSING,2022-12-01,VANDALISM,11
BARANGAY 11-A,2022-12-01,THEFT,21
BARANGAY 10-A,2022-12-01,RAPE,3
BAGUIO PROPER,2022-12-01,VANDALISM,3
74-A MATINA CROSSING,2022-12-01,PHYSICAL INJURY,6
SALUMAY,2022-12-01,VANDALISM,9
CATALUNAN GRANDE,2022-12-01,DRUG-RELATED,2
LACSON,2022-12-01,MURDER,24
GUMITAN,2022-12-01,PHYSICAL INJURY,7
BARANGAY 8-A,2022-12-01,ILLEGAL POSSESSION OF FIREARMS,1
VICENTE HIZON,2022-12-01,DRUG-RELATED,19
PAQUIBATO,2022-12-01,HOMICIDE,14
SALAPAWAN,2022-12-01,ILLEGAL GAMBLING,2
ILANG,2022-12-01,ILLEGAL POSSESSION OF FIREARMS,16
TAMBOBONG,2022-12-01,MURDER,22
PAMPANGA,2022-12-01,ROBBERY,16
MAGSAYSAY,2022-12-01,RAPE,22
MULIG,2022-12-01,CHILD ABUSE,6
TOMAS MONTEVERDE,2022-12-01,HOMICIDE,5
ALAMBRE,2022-12-01,RAPE,19
DUMOY,2022-12-01,HOMICIDE,8
TALANDANG,2022-12-01,HOMICIDE,22
TAMBOBONG,2022-12-01,ROBBERY,15
CENTRO SAN JUAN,2022-12-01,PHYSICAL INJURY,11
BARANGAY 9-A,2022-12-01,THEFT,3
MARILOG,2022-12-01,BURGLARY,1
WINES,2022-12-01,HOMICIDE,24
BINUGAO,2022-12-01,DRUG-RELATED,7
BUNAWAN,2022-12-01,MURDER,14
BUHANGIN,2022-12-01,HOMICIDE,22
CATALUNAN GRANDE,2022-12-01,THEFT,13
INDANGAN,2022-12-01,DRUG-RELATED,20
LUBOGAN,2022-12-01,RAPE,9
PANACAN,2022-12-01,ILLEGAL GAMBLING,22
SALUMAY,2022-12-01,DRUG-RELATED,11
BARANGAY 22-C,2022-12-01,BURGLARY,12
BAGO OSHIRO,2022-12-01,RAPE,23
BAYABAS,2022-12-01,HOMICIDE,21
TIBULOY,2022-12-01,THEFT,6
COMMUNAL,2022-12-01,ROBBERY,22
TALOMO,2023-01-01,ILLEGAL GAMBLING,21
BARANGAY 37-D,2023-01-01,PHYSICAL INJURY,20
ACACIA,2023-01-01,CHILD ABUSE,22
SUAWAN,2023-01-01,ROBBERY,9
SALUMAY,2023-01-01,ROBBERY,7
PAQUIBATO,2023-01-01,HACKING,17
MABUHAY,2023-01-01,THEFT,1
MAA,2023-01-01,HACKING,8
BARANGAY 11-A,2023-01-01,HOMICIDE,18
TALANDANG,2023-01-01,DRUG-RELATED,3
TALOMO,2023-01-01,VANDALISM,3
LUBOGAN,2023-01-01,IDENTITY THEFT,4
BARANGAY 5-A,2023-01-01,VANDALISM,3
TAMAYONG,2023-01-01,CYBER LIBEL,19
BARANGAY 20-B,2023-01-01,VANDALISM,20
SALAYSAY,2023-01-01,HACKING,12
AQUINO,2023-01-01,MURDER,15
PACIANO BANGOY,2023-01-01,CARNAPPING,19
SALUMAY,2023-01-01,ROBBERY,13
LUBOGAN,2023-01-01,VANDALISM,22
SUBASTA,2023-01-01,THEFT,22
MANUEL GUIANGA,2023-01-01,ILLEGAL POSSESSION OF FIREARMS,24
MAA,2023-01-01,CARNAPPING,16
BARANGAY 39-D,2023-01-01,CARNAPPING,17
CAWAYAN,2023-01-01,RAPE,10
BAO ESCUELA,2023-01-01,HACKING,7
LAMANAN,2023-01-01,ILLEGAL POSSESSION OF FIREARMS,18
LAPU-LAPU,2023-01-01,ONLINE SCAM,20
BAGO OSHIRO,2023-01-01,HACKING,22
TACUNAN,2023-01-01,DRUG-RELATED,3
SALUMAY,2023-01-01,ROBBERY,21
BALIOK,2023-01-01,ILLEGAL POSSESSION OF FIREARMS,14
LAPU-LAPU,2023-01-01,DRUG-RELATED,8
BUHANGIN,2023-01-01,ILLEGAL POSSESSION OF FIREARMS,1
MARILOG,2023-01-01,CARNAPPING,22
TAMBOBONG,2023-01-01,VANDALISM,19
TAPAK,2023-01-01,RAPE,7
AGDAO PROPER,2023-01-01,CHILD ABUSE,14
MARAPANGI,2023-01-01,PHYSICAL INJURY,22
MAA,2023-01-01,ONLINE SCAM,14
PANALUM,2023-01-01,DRUG-RELATED,6
ULAS,2023-01-01,RAPE,12
ILANG,2023-01-01,IDENTITY THEFT,19
SAN ANTONIO,2023-01-01,PHYSICAL INJURY,13
NEW VALENCIA,2023-01-01,CYBER LIBEL,13
BARANGAY 32-D,2023-01-01,ILLEGAL GAMBLING,13
SIRIB,2023-01-01,BURGLARY,8
SUAWAN,2023-01-01,ILLEGAL GAMBLING,7
76-A BUCANA,2023-01-01,MURDER,3
BARANGAY 10-A,2023-01-01,ILLEGAL GAMBLING,9
DUMOY,2023-01-01,DRUG-RELATED,1
NEW VALENCIA,2023-01-01,ILLEGAL GAMBLING,2
SANTO NINO,2023-01-01,RAPE,24
SIRIB,2023-01-01,DRUG-RELATED,18
BARANGAY 37-D,2023-01-01,ONLINE SCAM,23
MATINA APLAYA,2023-01-01,DRUG-RELATED,20
ALFONSO ANGLIONGTO SR,2023-01-01,HOMICIDE,5
COMMUNAL,2023-01-01,THEFT,20
76-A BUCANA,2023-01-01,CARNAPPING,7
LOS AMIGOS,2023-01-01,RAPE,2
SALAPAWAN,2023-01-01,CYBER LIBEL,6
ANGALAN,2023-01-01,ILLEGAL POSSESSION OF FIREARMS,18
MINTAL,2023-01-01,RAPE,14
BALENGAENG,2023-01-01,ILLEGAL POSSESSION OF FIREARMS,15
BUHANGIN,2023-01-01,RAPE,4
MALAGOS,2023-01-01,CARNAPPING,10
TUGBOK,2023-01-01,BURGLARY,24
BAYABAS,2023-01-01,MURDER,2
BARANGAY 13-B,2023-01-01,BURGLARY,6
BARANGAY 28-C,2023-01-01,IDENTITY THEFT,18
TAMUGAN,2023-02-01,ILLEGAL GAMBLING,7
BAO JOAQUIN,2023-02-01,MURDER,16
PANALUM,2023-02-01,PHYSICAL INJURY,7
CATALUNAN PEQUENO,2023-02-01,BURGLARY,10
BARANGAY 5-A,2023-02-01,ROBBERY,3
BAGUIO PROPER,2023-02-01,IDENTITY THEFT,20
TALANDANG,2023-02-01,HACKING,20
LASANG,2023-02-01,IDENTITY THEFT,15
MABUHAY,2023-02-01,PHYSICAL INJURY,2
SASA,2023-02-01,VANDALISM,22
BARANGAY 28-C,2023-02-01,MURDER,17
76-A BUCANA,2023-02-01,VANDALISM,8
AQUINO,2023-02-01,HACKING,24
MAA,2023-02-01,ONLINE SCAM,22
MANUEL GUIANGA,2023-02-01,HACKING,24
BARANGAY 9-A,2023-02-01,IDENTITY THEFT,7
SALOY,2023-02-01,ROBBERY,7
BARANGAY 11-A,2023-02-01,RAPE,12
BALENGAENG,2023-02-01,CARNAPPING,7
SASA,2023-02-01,IDENTITY THEFT,4
LAPU-LAPU,2023-02-01,THEFT,7
AQUINO,2023-02-01,THEFT,5
CABANTIAN,2023-02-01,HOMICIDE,10
74-A MATINA CROSSING,2023-02-01,DRUG-RELATED,24
BARANGAY 11-A,2023-02-01,RAPE,15
MATINA APLAYA,2023-02-01,BURGLARY,11
SALUMAY,2023-02-01,HACKING,7
BARANGAY 18-B,2023-02-01,HACKING,16
TUGBOK,2023-02-01,ROBBERY,5
GUMITAN,2023-02-01,CARNAPPING,11
